tanggal,AKUMULASI_KASUS,KASUS,AKUMULASI_SEMBUH,SEMBUH,AKUMULASI_MENINGGAL,MENINGGAL,AKUMULASI_DIRAWAT_OR_ISOLASI,DIRAWAT_OR_ISOLASI
2020-05-21,200,6,121,7,8,0,71,-1
2020-05-22,205,5,123,2,8,0,74,3
2020-05-23,210,5,129,6,8,0,73,-1
2020-05-24,211,1,133,4,8,0,70,-3
2020-05-25,211,0,134,1,8,0,69,-1
2020-05-26,211,0,138,4,8,0,65,-4
2020-05-27,213,2,147,9,8,0,58,-7
2020-05-28,213,0,155,8,8,0,50,-8
2020-05-29,215,2,161,6,8,0,46,-4
2020-05-30,218,3,162,1,8,0,48,2
2020-05-31,221,3,169,7,8,0,44,-4
2020-06-01,222,1,169,0,8,0,45,1
2020-06-02,222,0,170,1,8,0,44,-1
2020-06-03,222,0,171,1,8,0,43,-1
2020-06-04,222,0,174,3,8,0,40,-3
2020-06-05,223,1,180,6,8,0,35,-5
2020-06-06,227,4,185,5,8,0,34,-1
2020-06-07,229,2,187,2,8,0,34,0
2020-06-08,232,3,194,7,8,0,30,-4
2020-06-09,234,2,194,0,8,0,32,2
2020-06-10,235,1,195,1,8,0,32,0
2020-06-11,237,2,200,5,8,0,29,-3
2020-06-12,247,10,205,5,8,0,34,5
2020-06-13,249,2,211,6,8,0,30,-4
2020-06-14,254,5,212,1,8,0,34,4
2020-06-15,257,3,214,2,8,0,35,1
2020-06-16,258,1,218,4,8,0,32,-3
2020-06-17,261,3,220,2,8,0,33,1
2020-06-18,261,0,227,7,8,0,26,-7
2020-06-19,262,1,231,4,8,0,23,-3
2020-06-20,270,8,231,0,8,0,31,8
2020-06-21,273,3,238,7,8,0,27,-4
2020-06-22,273,0,238,0,8,0,27,0
2020-06-23,276,3,243,5,8,0,25,-2
2020-06-24,277,1,256,13,8,0,13,-12
2020-06-25,284,7,260,4,8,0,16,3
2020-06-26,287,3,263,3,8,0,16,0
2020-06-27,289,2,264,1,8,0,17,1
2020-06-28,291,2,265,1,8,0,18,1
2020-06-29,291,0,266,1,8,0,17,-1
2020-06-30,298,7,267,1,8,0,23,6
2020-07-01,299,1,270,3,8,0,21,-2
2020-07-02,305,6,274,4,8,0,23,2
2020-07-03,309,4,277,3,8,0,24,1
2020-07-04,310,1,278,1,8,0,24,0
2020-07-05,316,6,278,0,8,0,30,6
2020-07-06,324,8,283,5,8,0,33,3
2020-07-07,331,7,286,3,8,0,37,4
2020-07-08,334,3,287,1,9,1,38,1
2020-07-09,341,7,291,4,9,0,41,3
2020-07-10,348,7,292,1,9,0,47,6
2020-07-11,355,7,293,1,9,0,53,6
2020-07-12,356,1,293,0,9,0,54,1
