tanggal,AKUMULASI_KASUS,KASUS,AKUMULASI_SEMBUH,SEMBUH,AKUMULASI_MENINGGAL,MENINGGAL,AKUMULASI_DIRAWAT_OR_ISOLASI,DIRAWAT_OR_ISOLASI
2020-05-21,107,1,66,3,6,0,35,-2
2020-05-22,108,1,66,0,6,0,36,1
2020-05-23,109,1,66,0,6,0,37,1
2020-05-24,110,1,67,1,6,0,37,0
2020-05-25,110,0,68,1,6,0,36,-1
2020-05-26,110,0,77,9,6,0,27,-9
2020-05-27,110,0,77,0,6,0,27,0
2020-05-28,110,0,80,3,6,0,24,-3
2020-05-29,116,6,84,4,6,0,26,2
2020-05-30,116,0,85,1,6,0,25,-1
2020-05-31,116,0,88,3,6,0,22,-3
2020-06-01,116,0,89,1,6,0,21,-1
2020-06-02,116,0,92,3,6,0,18,-3
2020-06-03,116,0,96,4,6,0,14,-4
2020-06-04,116,0,99,3,6,0,11,-3
2020-06-05,116,0,101,2,6,0,9,-2
2020-06-06,117,1,101,0,6,0,10,1
2020-06-07,117,0,101,0,6,0,10,0
2020-06-08,117,0,107,6,6,0,4,-6
2020-06-09,119,2,107,0,6,0,6,2
2020-06-10,119,0,107,0,6,0,6,0
2020-06-11,119,0,108,1,6,0,5,-1
2020-06-12,119,0,109,1,6,0,4,-1
2020-06-13,124,5,109,0,6,0,9,5
2020-06-14,124,0,109,0,6,0,9,0
2020-06-15,125,1,111,2,7,1,7,-2
2020-06-16,125,0,112,1,7,0,6,-1
2020-06-17,127,2,113,1,8,1,6,0
2020-06-18,133,6,114,1,8,0,11,5
2020-06-19,141,8,114,0,8,0,19,8
2020-06-20,141,0,116,2,8,0,17,-2
2020-06-21,141,0,116,0,8,0,17,0
2020-06-22,165,24,117,1,8,0,40,23
2020-06-23,192,27,117,0,9,1,66,26
2020-06-24,216,24,120,3,9,0,87,21
2020-06-25,219,3,121,1,10,1,88,1
2020-06-26,222,3,121,0,10,0,91,3
2020-06-27,222,0,121,0,10,0,91,0
2020-06-28,223,1,139,18,10,0,74,-17
2020-06-29,225,2,166,27,10,0,49,-25
2020-06-30,225,0,176,10,10,0,39,-10
2020-07-01,226,1,178,2,10,0,38,-1
2020-07-02,227,1,188,10,10,0,29,-9
2020-07-03,231,4,200,12,10,0,21,-8
2020-07-04,232,1,205,5,10,0,17,-4
2020-07-05,233,1,208,3,10,0,15,-2
2020-07-06,234,1,212,4,11,1,11,-4
2020-07-07,0,0,0,0,0,0,0,0
2020-07-08,0,0,0,0,0,0,0,0
2020-07-09,0,0,0,0,0,0,0,0
2020-07-10,0,0,0,0,0,0,0,0
