tanggal,AKUMULASI_KASUS,KASUS,AKUMULASI_SEMBUH,SEMBUH,AKUMULASI_MENINGGAL,MENINGGAL,AKUMULASI_DIRAWAT_OR_ISOLASI,DIRAWAT_OR_ISOLASI
2020-05-22,47,3,17,2,2,0,28,1
2020-05-23,49,2,18,1,2,0,29,1
2020-05-24,58,9,18,0,2,0,38,9
2020-05-25,58,0,18,0,2,0,38,0
2020-05-26,58,0,18,0,2,0,38,0
2020-05-27,60,2,18,0,2,0,40,2
2020-05-28,65,5,19,1,3,1,43,3
2020-05-29,68,3,23,4,3,0,42,-1
2020-05-30,69,1,23,0,5,2,41,-1
2020-05-31,94,25,26,3,6,1,62,21
2020-06-01,94,0,26,0,6,0,62,0
2020-06-02,108,14,29,3,6,0,73,11
2020-06-03,118,10,29,0,6,0,83,10
2020-06-04,121,3,30,1,6,0,85,2
2020-06-05,121,0,34,4,6,0,81,-4
2020-06-06,126,5,55,21,6,0,65,-16
2020-06-07,134,8,59,4,6,0,69,4
2020-06-08,134,0,63,4,7,1,64,-5
2020-06-09,139,5,70,7,7,0,62,-2
2020-06-10,145,6,72,2,7,0,66,4
2020-06-11,148,3,82,10,7,0,59,-7
2020-06-12,181,33,83,1,7,0,91,32
2020-06-13,185,4,83,0,8,1,94,3
2020-06-14,185,0,91,8,8,0,86,-8
2020-06-15,208,23,92,1,8,0,108,22
2020-06-16,214,6,94,2,8,0,112,4
2020-06-17,214,0,126,32,8,0,80,-32
2020-06-18,214,0,126,0,8,0,80,0
2020-06-19,220,6,126,0,8,0,86,6
2020-06-20,220,0,139,13,8,0,73,-13
2020-06-21,227,7,140,1,8,0,79,6
2020-06-22,230,3,145,5,8,0,77,-2
2020-06-23,231,1,175,30,8,0,48,-29
2020-06-24,238,7,175,0,8,0,55,7
2020-06-25,243,5,201,26,8,0,34,-21
2020-06-26,243,0,201,0,8,0,34,0
2020-06-27,243,0,201,0,8,0,34,0
2020-06-28,243,0,201,0,8,0,34,0
2020-06-29,243,0,213,12,9,1,21,-13
2020-06-30,249,6,213,0,10,1,26,5
2020-07-01,249,0,223,10,11,1,15,-11
2020-07-02,256,7,226,3,11,0,19,4
2020-07-03,261,5,226,0,11,0,24,5
2020-07-04,269,8,227,1,11,0,31,7
2020-07-05,269,0,227,0,11,0,31,0
2020-07-06,271,2,227,0,13,2,31,0
2020-07-07,276,5,227,0,15,2,34,3
2020-07-08,286,10,227,0,17,2,42,8
2020-07-09,286,0,227,0,17,0,42,0
2020-07-10,316,30,229,2,17,0,70,28
2020-07-11,345,29,230,1,17,0,98,28
2020-07-12,359,14,232,2,17,0,110,12
2020-07-13,363,4,238,6,17,0,108,-2
2020-07-14,0,0,0,0,0,0,0,0
